emotion,intensity,socialInteraction,productivity,overwhelmed,recentThoughts,context,duration,moodLabel,recommendation1,recommendation2,recommendation3
Bored,2,Rarely,Yes,No,Waiting for excitement,Social gathering,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,8,Rarely,Unsure,No,Enjoyed a favorite meal,Social gathering,2 days,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,9,Rarely,Yes,No,Learning a new skill,Coffee shop,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,1,Rarely,No,Yes,Watching TV without engagement,School,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,2,Often,No,Yes,Important meeting,School,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,2,Never,No,No,Traveling to a new place,Work,2 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,1,Frequently,Unsure,No,Feeling uninspired,Park,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,8,Never,Yes,Yes,Plans fell through,Social gathering,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,3,Occasionally,No,No,Feeling reinvigorated,Park,2 days,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,4,Occasionally,Yes,No,Unfulfilled expectations,Home,3 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,3,Often,Yes,Yes,Spent time in nature,School,1 month,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,2,Never,Unsure,No,Facing difficulties in collaboration,Work,3 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,10,Frequently,Yes,Yes,Learned something new,Outside,1 month,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,4,Rarely,Unsure,Yes,Learned something new,Gym,1 day,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,2,Rarely,No,No,Enjoyed a quiet day,Work,1 month,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,1,Often,Unsure,No,Managing conflicts,Home,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,8,Occasionally,Unsure,No,Had a cozy night in,Outside,1 week,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,2,Never,Unsure,Yes,Discovering new hobbies,Community center,1 month,Neutral,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Neutral,9,Never,Unsure,Yes,Listening to background music,Community center,2 weeks,Neutral,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,6,Often,Yes,Yes,Celebrated a milestone,Outside,1 month,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Neutral,7,Frequently,Unsure,Yes,Nothing special happened,Park,2 days,Neutral,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,5,Rarely,Unsure,No,Engaging in new experiences,Community center,1 week,Neutral,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,3,Often,No,No,Personal and work pressure,Park,3 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,5,Frequently,Yes,Yes,Meditated,Family event,3 days,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,3,Never,No,Yes,Running out of patience,Outside,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,1,Never,Yes,Yes,Starting a new job,Family event,1 day,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,6,Occasionally,Unsure,No,New beginnings,Park,1 week,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,3,Often,Yes,Yes,Experiencing conflicting opinions,Work,2 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,6,Often,Yes,No,Not getting recognition,Home,1 week,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,1,Often,Unsure,Yes,Preparing for a birthday party,Outside,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
